object_id,object_no,source_type,source_snapshot_id,current_version_boundary_snapshot_id,identity_confirmed,rule_verified,rule_unresolved_fields,source_slug,source_name,source_tier,source_size,source_tags,source_relation_count,source_stall_ids,local_shop_count,local_shop_ids,primary_enchant,pet_id,pet_name,source_url,source_effect,design_note,owner_hero_id,catalog_status,build_tags,tag_references
bz_van_061,61,item,snapshot_vanessa_legacy_catalog_v1,snapshot_the_bazaar_patch_18_0_boundary,true,false,"current_rule_match,structured_effects,quality_values,cooldown,buy_price,sell_price,ammo",integrated-hud,Integrated HUD,silver,small,"apparel, tech, crit, slow",10,"merchant_aimbot, merchant_the-tester, merchant_tok-s-clocks, merchant_ande, merchant_cobweb, merchant_gaseo, merchant_goldie, merchant_jay-jay, merchant_kina, merchant_luxe",10,"elem_火, elem_雷, elem_冰, role_坦克, role_控制, special_merchant, tier_pT1, role_召唤铺场, role_抗压承伤, role_重甲抗压",Icy,pal_061,苍焰赤豺,https://bazaar-builds.net/db/items/integrated-hud.html,"the item to the right of this has +20 / 30 / 40% crit chance. when you crit with the item to the right of this, slow an item for 1 second.",一对一确认来源对象。,hero_001,reference_reserved,"apparel, tech, crit, slow",
bz_van_062,62,item,snapshot_vanessa_legacy_catalog_v1,snapshot_the_bazaar_patch_18_0_boundary,true,false,"current_rule_match,structured_effects,quality_values,cooldown,buy_price,sell_price,ammo",javelin,Javelin,silver,medium,"weapon, damage, ammo, haste",10,"merchant_colt, merchant_tok-s-clocks, merchant_aila, merchant_barkun, merchant_chronos, merchant_goldie, merchant_jay-jay, merchant_luxe, merchant_mittel, merchant_quixel",10,"night_base, elem_水, elem_雷, elem_无, role_召唤, role_坦克, role_控制, role_机动, special_merchant, elite_high",Turbo,pal_062,雷纹巨猿,https://bazaar-builds.net/db/items/javelin.html,deal 50 / 100 / 200 damage haste your other items for 1 / 2 / 3 seconds.,一对一确认来源对象。,hero_001,reference_reserved,"weapon, damage, ammo, haste",
bz_van_063,63,item,snapshot_vanessa_legacy_catalog_v1,snapshot_the_bazaar_patch_18_0_boundary,true,false,"current_rule_match,structured_effects,quality_values,cooldown,buy_price,sell_price,ammo",jellyfish,Jellyfish,bronze,small,"aquatic, friend, poison, haste",10,"merchant_dryad, merchant_nautica, merchant_tok-s-clocks, merchant_ande, merchant_chronos, merchant_goldie, merchant_jay-jay, merchant_kina, merchant_knightshade, merchant_luxe",10,"elem_火, elem_雷, elem_冰, role_坦克, role_控制, role_输出, special_merchant, elite_high, role_机动压制, role_火系压制",Toxic,pal_063,蜃雾白鹿,https://bazaar-builds.net/db/items/jellyfish.html,"poison 3 / 6 / 9 / 12 when you use an adjacent aquatic item, haste this for 1 / 2 / 3 / 4 seconds.",一对一确认来源对象。,hero_001,reference_reserved,"aquatic, friend, poison, haste",
bz_van_064,64,item,snapshot_vanessa_legacy_catalog_v1,snapshot_the_bazaar_patch_18_0_boundary,true,false,"current_rule_match,structured_effects,quality_values,cooldown,buy_price,sell_price,ammo",jetbike,Jetbike,silver,large,"weapon, vehicle, damage, flying",10,"merchant_pinfeather, merchant_aero, merchant_aila, merchant_barkun, merchant_goldie, merchant_jay-jay, merchant_luxe, merchant_midsworth, merchant_pol, merchant_serafina",10,"night_base, elem_火, elem_水, elem_草, elem_雷, elem_地, role_坦克, role_控制, role_治疗, role_风系铺场",Turbo,pal_064,翠冠花螭,https://bazaar-builds.net/db/items/jetbike.html,"deal 200 / 400 / 800 damage when you use an adjacent item, it and this start flying when you use another flying item, charge this 1 second.",一对一确认来源对象。,hero_001,reference_reserved,"weapon, vehicle, damage, flying",
bz_van_065,65,item,snapshot_vanessa_legacy_catalog_v1,snapshot_the_bazaar_patch_18_0_boundary,true,false,"current_rule_match,structured_effects,quality_values,cooldown,buy_price,sell_price,ammo",jitte,Jitte,silver,small,"weapon, damage, slow",10,"merchant_tok-s-clocks, merchant_aila, merchant_ande, merchant_cobweb, merchant_goldie, merchant_jay-jay, merchant_luxe, merchant_midsworth, merchant_quixel, merchant_serafina",10,"night_base, elem_火, elem_雷, elem_地, role_召唤, role_坦克, role_控制, role_治疗, special_merchant, role_召唤铺场",Icy,pal_065,霆角龙犀,https://bazaar-builds.net/db/items/jitte.html,"deal 20 damage slow an item for 1 / 2 / 3 seconds when you slow, this gains 10 / 20 / 30 damage for the fight.",一对一确认来源对象。,hero_001,reference_reserved,"weapon, damage, slow",
bz_van_066,66,item,snapshot_vanessa_legacy_catalog_v1,snapshot_the_bazaar_patch_18_0_boundary,true,false,"current_rule_match,structured_effects,quality_values,cooldown,buy_price,sell_price,ammo",katana,Katana,bronze,medium,"weapon, damage",10,"merchant_aila, merchant_barkun, merchant_goldie, merchant_jay-jay, merchant_luxe, merchant_mittel, merchant_quixel, merchant_serafina, merchant_silvia, merchant_valpak",10,"night_base, elem_水, elem_雷, elem_暗, elem_无, role_召唤, role_坦克, role_控制, role_治疗, role_经济",Deadly,pal_066,浪鳞水蛇,https://bazaar-builds.net/db/items/katana.html,deal 8 / 16 / 32 / 64 damage,一对一确认来源对象。,hero_001,reference_reserved,"weapon, damage",
bz_van_067,67,item,snapshot_vanessa_legacy_catalog_v1,snapshot_the_bazaar_patch_18_0_boundary,true,false,"current_rule_match,structured_effects,quality_values,cooldown,buy_price,sell_price,ammo",korxena-crest,Korxena Crest,silver,small,"apparel, relic, crit",10,"merchant_aimbot, merchant_ande, merchant_gaseo, merchant_goldie, merchant_jay-jay, merchant_kina, merchant_luxe, merchant_midsworth, merchant_quixel, merchant_serafina",10,"elem_火, elem_雷, elem_冰, elem_地, role_召唤, role_坦克, role_控制, role_治疗, tier_pT1, role_重甲抗压",Deadly,pal_067,沙鳞巨蟒,https://bazaar-builds.net/db/items/korxena-crest.html,your items have +15 / 25 / 35% crit chance.,一对一确认来源对象。,hero_001,reference_reserved,"apparel, relic, crit",
bz_van_068,68,item,snapshot_vanessa_legacy_catalog_v1,snapshot_the_bazaar_patch_18_0_boundary,true,false,"current_rule_match,structured_effects,quality_values,cooldown,buy_price,sell_price,ammo",kusarigama,Kusarigama,silver,small,"weapon, tech, damage, critreference, slowreference",10,"merchant_aimbot, merchant_the-tester, merchant_tok-s-clocks, merchant_aila, merchant_ande, merchant_cobweb, merchant_goldie, merchant_jay-jay, merchant_luxe, merchant_midsworth",10,"night_base, elem_火, elem_雷, elem_地, role_坦克, role_控制, special_merchant, tier_pT1, role_召唤铺场, role_抗压承伤",Icy,pal_068,食梦黑貘,https://bazaar-builds.net/db/items/kusarigama.html,"deal 4 / 8 / 12 damage when you slow or crit, this and adjacent weapons gain +4 / 8 / 12 damage for the fight.",一对一确认来源对象。,hero_001,reference_reserved,"weapon, tech, damage","crit, slow"
bz_van_069,69,item,snapshot_vanessa_legacy_catalog_v1,snapshot_the_bazaar_patch_18_0_boundary,true,false,"current_rule_match,structured_effects,quality_values,cooldown,buy_price,sell_price,ammo",langxian,Langxian,bronze,medium,"weapon, relic, damage",10,"merchant_aila, merchant_barkun, merchant_goldie, merchant_jay-jay, merchant_luxe, merchant_mittel, merchant_quixel, merchant_serafina, merchant_silvia, merchant_the-antiquarian",10,"night_base, elem_水, elem_雷, elem_冰, elem_无, role_召唤, role_坦克, role_控制, role_治疗, role_经济",Deadly,pal_069,碎岩巨龟,https://bazaar-builds.net/db/items/langxian.html,deal 40 damage this has +40 / 60 / 80 / 100 damage for each fight you won with this.,一对一确认来源对象。,hero_001,reference_reserved,"weapon, relic, damage",
bz_van_070,70,item,snapshot_vanessa_legacy_catalog_v1,snapshot_the_bazaar_patch_18_0_boundary,true,false,"current_rule_match,structured_effects,quality_values,cooldown,buy_price,sell_price,ammo",life-preserver,Life Preserver,bronze,medium,"aquatic, shield, heal",10,"merchant_kev-s-armory, merchant_nautica, merchant_barkun, merchant_goldie, merchant_herma, merchant_jay-jay, merchant_kina, merchant_luxe, merchant_mittel, merchant_proteus",10,"night_base, elem_水, elem_雷, elem_冰, elem_龙, elem_无, role_坦克, role_控制, role_输出, tier_pT3",Restorative,pal_070,猫翼夜蝠,https://bazaar-builds.net/db/items/life-preserver.html,"shield 10 / 20 / 40 / 80 the first time you would be defeated each fight, heal 200 / 400 / 800 / 1600.",一对一确认来源对象。,hero_001,reference_reserved,"aquatic, shield, heal",
bz_van_071,71,item,snapshot_vanessa_legacy_catalog_v1,snapshot_the_bazaar_patch_18_0_boundary,true,false,"current_rule_match,structured_effects,quality_values,cooldown,buy_price,sell_price,ammo",lighter,Lighter,bronze,small,"tool, burn",10,"merchant_ande, merchant_goldie, merchant_hef, merchant_jay-jay, merchant_kina, merchant_luxe, merchant_midsworth, merchant_orion, merchant_quixel, merchant_serafina",10,"elem_火, elem_雷, elem_冰, elem_地, role_召唤, role_坦克, role_控制, role_治疗, tier_pT2, role_远点压制",Fiery,pal_071,甘露壁虎,https://bazaar-builds.net/db/items/lighter.html,burn 3 / 5 / 7 / 9,一对一确认来源对象。,hero_001,reference_reserved,"tool, burn",
bz_van_072,72,item,snapshot_vanessa_legacy_catalog_v1,snapshot_the_bazaar_patch_18_0_boundary,true,false,"current_rule_match,structured_effects,quality_values,cooldown,buy_price,sell_price,ammo",lighthouse,Lighthouse,gold,large,"property, aquatic, burn, slow",10,"merchant_nautica, merchant_tok-s-clocks, merchant_barkun, merchant_cobweb, merchant_goldie, merchant_hef, merchant_jay-jay, merchant_kina, merchant_luxe, merchant_midsworth",10,"elem_水, elem_雷, elem_冰, elem_地, role_坦克, role_控制, role_输出, special_merchant, tier_pT2, role_召唤铺场",Fiery,pal_072,赤巢火蚁,https://bazaar-builds.net/db/items/lighthouse.html,"slow 1 → 2 item(s) for 2 seconds when you slow, burn 6 → 9.",一对一确认来源对象。,hero_001,reference_reserved,"property, aquatic, burn, slow",
bz_van_073,73,item,snapshot_vanessa_legacy_catalog_v1,snapshot_the_bazaar_patch_18_0_boundary,true,false,"current_rule_match,structured_effects,quality_values,cooldown,buy_price,sell_price,ammo",lockbox,Lockbox,silver,medium,"relic, economyreference, value, damagereference",10,"merchant_barkun, merchant_goldie, merchant_jay-jay, merchant_kina, merchant_luxe, merchant_mittel, merchant_prospero, merchant_quixel, merchant_serafina, merchant_silvia",10,"elem_水, elem_雷, elem_冰, elem_无, role_召唤, role_坦克, role_控制, role_治疗, role_经济, role_机动",Golden,pal_073,烽翼火龙,https://bazaar-builds.net/db/items/lockbox.html,"when you win a fight, this permanently gains 3 / 6 / 9 value. your weapons have +damage equal to to this item's value.",一对一确认来源对象。,hero_001,reference_reserved,"relic, value","economy, damage"
bz_van_074,74,item,snapshot_vanessa_legacy_catalog_v1,snapshot_the_bazaar_patch_18_0_boundary,true,false,"current_rule_match,structured_effects,quality_values,cooldown,buy_price,sell_price,ammo",mantis-shrimp,Mantis Shrimp,bronze,small,"aquatic, weapon, friend, damage, burn, slowreference, ammo",10,"merchant_colt, merchant_dryad, merchant_nautica, merchant_tok-s-clocks, merchant_aila, merchant_ande, merchant_cobweb, merchant_goldie, merchant_hef, merchant_jay-jay",10,"night_base, elem_火, elem_雷, role_坦克, role_输出, role_机动, special_merchant, tier_pT2, role_召唤铺场, role_机动压制",Fiery,pal_074,霜翼冥龙,https://bazaar-builds.net/db/items/mantis-shrimp.html,"deal 20 damage burn 2 when you slow, this gains +10 / 15 / 20 / 25 damage and +2 / 3 / 4 / 5 burn for the fight.",一对一确认来源对象。,hero_001,reference_reserved,"aquatic, weapon, friend, damage, burn, ammo",slow
bz_van_075,75,item,snapshot_vanessa_legacy_catalog_v1,snapshot_the_bazaar_patch_18_0_boundary,true,false,"current_rule_match,structured_effects,quality_values,cooldown,buy_price,sell_price,ammo",marlon,Marlon,bronze,medium,"aquatic, friend, weapon, crit, flying",10,"merchant_aimbot, merchant_dryad, merchant_nautica, merchant_pinfeather, merchant_aila, merchant_barkun, merchant_goldie, merchant_jay-jay, merchant_luxe, merchant_mittel",10,"night_base, elem_水, elem_草, elem_雷, elem_无, role_坦克, role_控制, role_输出, tier_pT1, role_机动压制",Deadly,pal_075,赤刃螳螂,https://bazaar-builds.net/db/items/marlon.html,"deal 15 damage an item starts flying. when you use a flying item, this gains +20 / 30 / 40 / 50% crit chance for the fight.",一对一确认来源对象。,hero_001,reference_reserved,"aquatic, friend, weapon, crit, flying",
bz_van_076,76,item,snapshot_vanessa_legacy_catalog_v1,snapshot_the_bazaar_patch_18_0_boundary,true,false,"current_rule_match,structured_effects,quality_values,cooldown,buy_price,sell_price,ammo",mr-richardson,Mr. Richardson,silver,small,"friend, aquatic, shield, hastereference, slowreference",10,"merchant_dryad, merchant_kev-s-armory, merchant_nautica, merchant_tok-s-clocks, merchant_ande, merchant_chronos, merchant_cobweb, merchant_goldie, merchant_jay-jay, merchant_kina",10,"elem_火, elem_雷, elem_冰, role_坦克, role_输出, special_merchant, elite_high, tier_pT3, role_召唤铺场, role_机动压制",Icy,pal_076,迅雷金雕,https://bazaar-builds.net/db/items/mr-richardson.html,"shield 30 when you haste or slow, this gains +5 / 10 / 15 shield for the fight.",一对一确认来源对象。,hero_001,reference_reserved,"friend, aquatic, shield","haste, slow"
bz_van_077,77,item,snapshot_vanessa_legacy_catalog_v1,snapshot_the_bazaar_patch_18_0_boundary,true,false,"current_rule_match,structured_effects,quality_values,cooldown,buy_price,sell_price,ammo",musket,Musket,silver,medium,"weapon, damage, ammo, burnreference",10,"merchant_colt, merchant_aila, merchant_barkun, merchant_goldie, merchant_hef, merchant_jay-jay, merchant_luxe, merchant_mittel, merchant_quixel, merchant_serafina",10,"night_base, elem_水, elem_雷, elem_无, role_召唤, role_坦克, role_控制, role_治疗, role_机动, tier_pT2",Fiery,pal_077,燧火黑乌,https://bazaar-builds.net/db/items/musket.html,"deal 100 / 150 / 300 damage when you burn with an adjacent item, reload this and it gains +25 / 50 / 75 damage for the fight.",一对一确认来源对象。,hero_001,reference_reserved,"weapon, damage, ammo",burn
bz_van_078,78,item,snapshot_vanessa_legacy_catalog_v1,snapshot_the_bazaar_patch_18_0_boundary,true,false,"current_rule_match,structured_effects,quality_values,cooldown,buy_price,sell_price,ammo",narwhal,Narwhal,bronze,small,"aquatic, weapon, friend, damage",10,"merchant_dryad, merchant_nautica, merchant_aila, merchant_ande, merchant_goldie, merchant_jay-jay, merchant_luxe, merchant_midsworth, merchant_quixel, merchant_serafina",10,"night_base, elem_火, elem_雷, elem_地, role_召唤, role_坦克, role_控制, role_治疗, role_输出, role_机动压制",Deadly,pal_078,幽泉灵猫,https://bazaar-builds.net/db/items/narwhal.html,deal 5 / 10 / 20 / 40 damage,一对一确认来源对象。,hero_001,reference_reserved,"aquatic, weapon, friend, damage",
bz_van_079,79,item,snapshot_vanessa_legacy_catalog_v1,snapshot_the_bazaar_patch_18_0_boundary,true,false,"current_rule_match,structured_effects,quality_values,cooldown,buy_price,sell_price,ammo",nesting-doll,Nesting Doll,silver,small,"toy, shield, ammo",10,"merchant_colt, merchant_kev-s-armory, merchant_ande, merchant_goldie, merchant_jay-jay, merchant_kina, merchant_luxe, merchant_midsworth, merchant_proteus, merchant_quixel",10,"elem_火, elem_雷, elem_冰, elem_地, elem_龙, role_召唤, role_坦克, role_控制, role_机动, tier_pT3",Shielded,pal_079,焰尾山狐,https://bazaar-builds.net/db/items/nesting-doll.html,"shield equal to this item's ammo at the start of each day, this gains 1 / 2 / 3 max ammo.",一对一确认来源对象。,hero_001,reference_reserved,"toy, shield, ammo",
bz_van_080,80,item,snapshot_vanessa_legacy_catalog_v1,snapshot_the_bazaar_patch_18_0_boundary,true,false,"current_rule_match,structured_effects,quality_values,cooldown,buy_price,sell_price,ammo",old-saltclaw,Old Saltclaw,silver,small,"aquatic, friend, weapon, damage, hastereference, slowreference",10,"merchant_dryad, merchant_nautica, merchant_tok-s-clocks, merchant_aila, merchant_ande, merchant_chronos, merchant_cobweb, merchant_goldie, merchant_jay-jay, merchant_luxe",10,"night_base, elem_火, elem_雷, role_坦克, role_控制, role_输出, special_merchant, elite_high, role_召唤铺场, role_机动压制",Icy,pal_080,踏春白兔,https://bazaar-builds.net/db/items/old-saltclaw.html,"deal 30 damage when you haste or slow, this gains +5 / 10 / 15 damage for the fight.",一对一确认来源对象。,hero_001,reference_reserved,"aquatic, friend, weapon, damage","haste, slow"
bz_van_081,81,item,snapshot_vanessa_legacy_catalog_v1,snapshot_the_bazaar_patch_18_0_boundary,true,false,"current_rule_match,structured_effects,quality_values,cooldown,buy_price,sell_price,ammo",oni-mask,Oni Mask,silver,medium,"apparel, tech, burn, critreference",10,"merchant_aimbot, merchant_the-tester, merchant_barkun, merchant_gaseo, merchant_goldie, merchant_hef, merchant_jay-jay, merchant_kina, merchant_luxe, merchant_mittel",10,"elem_水, elem_雷, elem_冰, elem_无, role_坦克, role_控制, tier_pT1, tier_pT2, role_抗压承伤, role_重甲抗压",Fiery,pal_081,药香花鹿,https://bazaar-builds.net/db/items/oni-mask.html,"burn 6 / 9 / 12 when you crit, your burn items gain +4 / 6 / 8 burn for the fight.",一对一确认来源对象。,hero_001,reference_reserved,"apparel, tech, burn",crit
bz_van_082,82,item,snapshot_vanessa_legacy_catalog_v1,snapshot_the_bazaar_patch_18_0_boundary,true,false,"current_rule_match,structured_effects,quality_values,cooldown,buy_price,sell_price,ammo",orange-julian,Orange Julian,silver,medium,"friend, damagereference, economyreference",10,"merchant_dryad, merchant_barkun, merchant_goldie, merchant_jay-jay, merchant_kina, merchant_luxe, merchant_mittel, merchant_prospero, merchant_quixel, merchant_serafina",10,"elem_水, elem_雷, elem_冰, elem_无, role_召唤, role_坦克, role_控制, role_治疗, role_机动, role_机动压制",Golden,pal_082,冰丝巨蛾,https://bazaar-builds.net/db/items/orange-julian.html,your weapons gain +damage equal to half the gold you have gained this run.,一对一确认来源对象。,hero_001,reference_reserved,friend,"damage, economy"
bz_van_083,83,item,snapshot_vanessa_legacy_catalog_v1,snapshot_the_bazaar_patch_18_0_boundary,true,false,"current_rule_match,structured_effects,quality_values,cooldown,buy_price,sell_price,ammo",pearl,Pearl,bronze,small,"aquatic, shield",10,"merchant_kev-s-armory, merchant_nautica, merchant_ande, merchant_goldie, merchant_jay-jay, merchant_kina, merchant_luxe, merchant_midsworth, merchant_proteus, merchant_quixel",10,"elem_火, elem_雷, elem_冰, elem_地, elem_龙, role_召唤, role_坦克, role_控制, role_输出, tier_pT3",Turbo,pal_083,云鳞幼螭,https://bazaar-builds.net/db/items/pearl.html,"shield 10 / 20 / 30 / 40 when you use another aquatic item, charge this 1 second.",一对一确认来源对象。,hero_001,reference_reserved,"aquatic, shield",
bz_van_084,84,item,snapshot_vanessa_legacy_catalog_v1,snapshot_the_bazaar_patch_18_0_boundary,true,false,"current_rule_match,structured_effects,quality_values,cooldown,buy_price,sell_price,ammo",pesky-pete,Pesky Pete,bronze,small,"friend, burn, flying",10,"merchant_dryad, merchant_pinfeather, merchant_ande, merchant_goldie, merchant_hef, merchant_jay-jay, merchant_kina, merchant_luxe, merchant_midsworth, merchant_quixel",10,"elem_火, elem_草, elem_雷, elem_冰, elem_地, role_召唤, role_坦克, role_控制, tier_pT2, role_机动压制",Fiery,pal_084,沧浪青蛟,https://bazaar-builds.net/db/items/pesky-pete.html,"burn 2 this starts flying for each adjacent friend or property, this has +1 multicast.",一对一确认来源对象。,hero_001,reference_reserved,"friend, burn, flying",
bz_van_085,85,item,snapshot_vanessa_legacy_catalog_v1,snapshot_the_bazaar_patch_18_0_boundary,true,false,"current_rule_match,structured_effects,quality_values,cooldown,buy_price,sell_price,ammo",pet-rock,Pet Rock,bronze,small,"weapon, friend, toy, damage, crit",10,"merchant_aimbot, merchant_dryad, merchant_aila, merchant_ande, merchant_goldie, merchant_jay-jay, merchant_luxe, merchant_midsworth, merchant_quixel, merchant_serafina",10,"night_base, elem_火, elem_雷, elem_地, role_召唤, role_坦克, role_控制, role_治疗, tier_pT1, role_机动压制",Deadly,pal_085,涌泉水獭,https://bazaar-builds.net/db/items/pet-rock.html,"deal 10 / 20 / 40 / 80 damage if this is your only friend, your items have +10 / 15 / 20 / 25% crit chance.",一对一确认来源对象。,hero_001,reference_reserved,"weapon, friend, toy, damage, crit",
bz_van_086,86,item,snapshot_vanessa_legacy_catalog_v1,snapshot_the_bazaar_patch_18_0_boundary,true,false,"current_rule_match,structured_effects,quality_values,cooldown,buy_price,sell_price,ammo",piano,Piano,gold,medium,haste,10,"merchant_tok-s-clocks, merchant_barkun, merchant_chronos, merchant_goldie, merchant_jay-jay, merchant_kina, merchant_luxe, merchant_mittel, merchant_quixel, merchant_serafina",10,"elem_水, elem_雷, elem_冰, elem_无, role_召唤, role_坦克, role_控制, role_治疗, special_merchant, elite_high",Turbo,pal_086,赤炎狻猊,https://bazaar-builds.net/db/items/piano.html,"when you use a friend, haste it for 1 → 2 seconds. adjacent items are friends.",一对一确认来源对象。,hero_001,reference_reserved,haste,
bz_van_087,87,item,snapshot_vanessa_legacy_catalog_v1,snapshot_the_bazaar_patch_18_0_boundary,true,false,"current_rule_match,structured_effects,quality_values,cooldown,buy_price,sell_price,ammo",piranha,Piranha,bronze,small,"aquatic, weapon, friend, damage, charge",10,"merchant_dryad, merchant_nautica, merchant_aila, merchant_ande, merchant_goldie, merchant_jay-jay, merchant_luxe, merchant_midsworth, merchant_quixel, merchant_serafina",10,"night_base, elem_火, elem_雷, elem_地, role_召唤, role_坦克, role_控制, role_治疗, role_输出, role_机动压制",Turbo,pal_087,碧海青蛟,https://bazaar-builds.net/db/items/piranha.html,"deal 15 damage when you use another friend or food, charge this 1 second.",一对一确认来源对象。,hero_001,reference_reserved,"aquatic, weapon, friend, damage, charge",
bz_van_088,88,item,snapshot_vanessa_legacy_catalog_v1,snapshot_the_bazaar_patch_18_0_boundary,true,false,"current_rule_match,structured_effects,quality_values,cooldown,buy_price,sell_price,ammo",pistol-sword,Pistol Sword,gold,medium,"weapon, damage, ammo",10,"merchant_colt, merchant_aila, merchant_barkun, merchant_goldie, merchant_jay-jay, merchant_luxe, merchant_mittel, merchant_quixel, merchant_serafina, merchant_valpak",10,"night_base, elem_水, elem_雷, elem_暗, elem_无, role_召唤, role_坦克, role_控制, role_治疗, role_机动",Deadly,pal_088,冰棘豪猪,https://bazaar-builds.net/db/items/pistol-sword.html,"deal 15 → 30 damage when you use an ammo item, deal 15 → 30 damage.",一对一确认来源对象。,hero_001,reference_reserved,"weapon, damage, ammo",
bz_van_089,89,item,snapshot_vanessa_legacy_catalog_v1,snapshot_the_bazaar_patch_18_0_boundary,true,false,"current_rule_match,structured_effects,quality_values,cooldown,buy_price,sell_price,ammo",pop-snappers,Pop Snappers,bronze,small,"toy, burn, ammo",10,"merchant_colt, merchant_ande, merchant_goldie, merchant_hef, merchant_jay-jay, merchant_kina, merchant_luxe, merchant_midsworth, merchant_quixel, merchant_serafina",10,"elem_火, elem_雷, elem_冰, elem_地, role_召唤, role_坦克, role_控制, role_治疗, role_机动, tier_pT2",Fiery,pal_089,狱火凶獒,https://bazaar-builds.net/db/items/pop-snappers.html,burn 4 / 8 / 12 / 16,一对一确认来源对象。,hero_001,reference_reserved,"toy, burn, ammo",
bz_van_090,90,item,snapshot_vanessa_legacy_catalog_v1,snapshot_the_bazaar_patch_18_0_boundary,true,false,"current_rule_match,structured_effects,quality_values,cooldown,buy_price,sell_price,ammo",port,Port,silver,large,"property, aquatic, ammoreference, charge",10,"merchant_colt, merchant_nautica, merchant_barkun, merchant_goldie, merchant_jay-jay, merchant_kina, merchant_luxe, merchant_midsworth, merchant_mr-morland, merchant_pol",10,"elem_水, elem_雷, elem_冰, elem_地, elem_暗, role_坦克, role_控制, role_输出, role_机动, role_风系铺场",Turbo,pal_090,三首火犬,https://bazaar-builds.net/db/items/port.html,"reload all your items 2 / 3 / 4 ammo and charge them 1 / 2 / 3 seconds at the start of each day, get a small ammo item from any hero.",一对一确认来源对象。,hero_001,reference_reserved,"property, aquatic, charge",ammo
bz_van_091,91,item,snapshot_vanessa_legacy_catalog_v1,snapshot_the_bazaar_patch_18_0_boundary,true,false,"current_rule_match,structured_effects,quality_values,cooldown,buy_price,sell_price,ammo",powder-horn,Powder Horn,bronze,small,"tool, ammoreference",10,"merchant_colt, merchant_ande, merchant_goldie, merchant_jay-jay, merchant_kina, merchant_luxe, merchant_midsworth, merchant_orion, merchant_quixel, merchant_serafina",10,"elem_火, elem_雷, elem_冰, elem_地, role_召唤, role_坦克, role_控制, role_治疗, role_机动, role_远点压制",Deadly,pal_091,覆水龙龟,https://bazaar-builds.net/db/items/powder-horn.html,reload the item to the right of this 1 / 2 / 3 / 4 ammo,一对一确认来源对象。,hero_001,reference_reserved,tool,ammo
bz_van_092,92,item,snapshot_vanessa_legacy_catalog_v1,snapshot_the_bazaar_patch_18_0_boundary,true,false,"current_rule_match,structured_effects,quality_values,cooldown,buy_price,sell_price,ammo",powder-keg,Powder Keg,gold,medium,"weapon, damage, burnreference",10,"merchant_aila, merchant_barkun, merchant_goldie, merchant_hef, merchant_jay-jay, merchant_luxe, merchant_mittel, merchant_quixel, merchant_serafina, merchant_valpak",10,"night_base, elem_水, elem_雷, elem_暗, elem_无, role_召唤, role_坦克, role_控制, role_治疗, tier_pT2",Fiery,pal_092,雷泽青蛟,https://bazaar-builds.net/db/items/powder-keg.html,"deal damage equal to 30 → 40% of an enemy's max health and destroy this when you burn, charge this 2 seconds.",一对一确认来源对象。,hero_001,reference_reserved,"weapon, damage",burn
bz_van_093,93,item,snapshot_vanessa_legacy_catalog_v1,snapshot_the_bazaar_patch_18_0_boundary,true,false,"current_rule_match,structured_effects,quality_values,cooldown,buy_price,sell_price,ammo",pufferfish,Pufferfish,silver,medium,"aquatic, friend, poison, hastereference",10,"merchant_dryad, merchant_nautica, merchant_tok-s-clocks, merchant_barkun, merchant_chronos, merchant_goldie, merchant_jay-jay, merchant_kina, merchant_knightshade, merchant_luxe",10,"elem_水, elem_雷, elem_冰, role_坦克, role_控制, role_输出, special_merchant, elite_high, role_机动压制, role_火系压制",Toxic,pal_093,连理双鹿,https://bazaar-builds.net/db/items/pufferfish.html,"poison 10 / 20 / 30 when you haste, charge this 2 seconds.",一对一确认来源对象。,hero_001,reference_reserved,"aquatic, friend, poison",haste
bz_van_094,94,item,snapshot_vanessa_legacy_catalog_v1,snapshot_the_bazaar_patch_18_0_boundary,true,false,"current_rule_match,structured_effects,quality_values,cooldown,buy_price,sell_price,ammo",ramrod,Ramrod,bronze,medium,"tool, ammoreference, crit",10,"merchant_aimbot, merchant_colt, merchant_barkun, merchant_goldie, merchant_jay-jay, merchant_kina, merchant_luxe, merchant_mittel, merchant_orion, merchant_quixel",10,"elem_水, elem_雷, elem_冰, elem_无, role_召唤, role_坦克, role_控制, role_机动, tier_pT1, role_远点压制",Deadly,pal_094,海棠水鹿,https://bazaar-builds.net/db/items/ramrod.html,"reload adjacent ammo items 1 / 2 / 3 / 4 ammo when you reload an item, it gains +10 / 20 / 30 / 40% crit chance for the fight",一对一确认来源对象。,hero_001,reference_reserved,"tool, crit",ammo
bz_van_095,95,item,snapshot_vanessa_legacy_catalog_v1,snapshot_the_bazaar_patch_18_0_boundary,true,false,"current_rule_match,structured_effects,quality_values,cooldown,buy_price,sell_price,ammo",repeater,Repeater,silver,medium,"weapon, damage, ammo",10,"merchant_colt, merchant_aila, merchant_barkun, merchant_goldie, merchant_jay-jay, merchant_luxe, merchant_mittel, merchant_quixel, merchant_serafina, merchant_silvia",10,"night_base, elem_水, elem_雷, elem_无, role_召唤, role_坦克, role_控制, role_治疗, role_经济, role_机动",Deadly,pal_095,百花灵鹿,https://bazaar-builds.net/db/items/repeater.html,"deal 30 damage when you use another ammo item, use this.",一对一确认来源对象。,hero_001,reference_reserved,"weapon, damage, ammo",
